date,wl
3/14/2008,4.398264
3/15/2008,4.468368
3/16/2008,4.547616
3/17/2008,4.614672
3/18/2008,4.700016
3/19/2008,4.821936
3/20/2008,4.681728
3/21/2008,4.700016
3/22/2008,4.672584
3/23/2008,4.733544
3/24/2008,4.773168
3/25/2008,4.828032
3/26/2008,4.870704
3/27/2008,4.949952
3/28/2008,5.047488
3/29/2008,5.12064
3/30/2008,5.209032
3/31/2008,5.312664
4/1/2008,5.42544
4/2/2008,5.507736
4/3/2008,5.62356
4/4/2008,5.727192
4/5/2008,5.885688
4/6/2008,5.971032
4/7/2008,6.096
4/8/2008,6.163056
4/9/2008,6.2484
4/10/2008,6.38556
4/11/2008,6.486144
4/12/2008,6.440424
4/13/2008,6.388608
4/14/2008,6.388608
4/15/2008,6.437376
4/16/2008,6.437376
4/17/2008,6.458712
4/18/2008,6.52272
4/19/2008,6.516624
4/20/2008,6.46176
4/21/2008,6.486144
4/22/2008,6.498336
4/23/2008,6.49224
4/24/2008,6.477
4/25/2008,6.467856
4/26/2008,6.486144
4/27/2008,6.470904
4/28/2008,6.470904
4/29/2008,6.44652
4/30/2008,6.425184
5/1/2008,6.373368
5/2/2008,6.342888
5/3/2008,6.300216
5/4/2008,6.214872
5/5/2008,6.160008
5/6/2008,6.096
5/7/2008,6.0198
5/8/2008,5.967984
5/9/2008,5.873496
5/10/2008,5.69976
5/11/2008,5.614416
5/12/2008,5.498592
5/13/2008,5.398008
5/14/2008,5.37972
5/15/2008,5.428488
5/16/2008,5.34924
5/17/2008,5.291328
5/18/2008,5.2578
5/19/2008,5.218176
5/20/2008,5.157216
5/21/2008,5.12064
5/22/2008,5.081016
5/23/2008,5.129784
5/24/2008,5.10032
5/25/2008,5.070856
5/26/2008,5.041392
5/27/2008,5.050536
5/28/2008,5.0292
5/29/2008,4.977384
5/30/2008,4.953
5/31/2008,4.904232
6/1/2008,4.864608
6/2/2008,4.828032
6/3/2008,4.78536
6/4/2008,4.742688
6/5/2008,4.70916
6/6/2008,4.654296
6/7/2008,4.593336
6/8/2008,4.523232
6/9/2008,4.416552
6/10/2008,4.364736
6/11/2008,4.245864
6/12/2008,4.187952
6/13/2008,4.123944
6/14/2008,4.047744
6/15/2008,4.035552
6/16/2008,4.00812
6/17/2008,4.026408
6/18/2008,4.0386
6/19/2008,4.081272
6/20/2008,4.2025824
6/21/2008,4.3238928
6/22/2008,4.4452032
6/23/2008,4.5665136
6/24/2008,4.687824
6/25/2008,4.718304
6/26/2008,4.736592
6/27/2008,4.791456
6/28/2008,4.809744
6/29/2008,4.809744
6/30/2008,4.803648
7/1/2008,4.767072
7/2/2008,4.767072
7/3/2008,4.742688
7/4/2008,4.700016
7/5/2008,4.681728
7/6/2008,4.669536
7/7/2008,4.431792
7/8/2008,4.413504
7/9/2008,4.413504
7/10/2008,4.407408
7/11/2008,4.422648
7/12/2008,4.401312
7/13/2008,4.383024
7/14/2008,4.376928
7/15/2008,4.395216
7/16/2008,4.376928
7/17/2008,4.35864
7/18/2008,4.334256
7/19/2008,4.303776
7/20/2008,4.230624
7/21/2008,4.157472
7/22/2008,4.151376
7/23/2008,4.072128
7/24/2008,3.938016
7/25/2008,3.791712
7/26/2008,3.608832
7/27/2008,3.438144
7/28/2008,3.191256
7/29/2008,2.938272
7/30/2008,2.68224
7/31/2008,2.481072
8/1/2008,2.292096
8/2/2008,2.176272
8/3/2008,2.060448
8/4/2008,2.206752
8/5/2008,2.206752
8/6/2008,2.200656
8/7/2008,2.197608
8/8/2008,2.273808
8/9/2008,2.304288
8/10/2008,2.414016
8/11/2008,2.450592
8/12/2008,2.474976
8/13/2008,2.554224
8/14/2008,2.49936
8/15/2008,2.49936
8/16/2008,2.374392
8/17/2008,2.267712
8/18/2008,2.115312
8/19/2008,1.999488
8/20/2008,1.92024
8/21/2008,1.825752
8/22/2008,1.734312
8/23/2008,1.633728
8/24/2008,1.58496
8/25/2008,1.6764
8/26/2008,1.61544
8/27/2008,1.517904
8/28/2008,1.426464
8/29/2008,1.347216
8/30/2008,1.255776
8/31/2008,1.255776
9/1/2008,3.008376
9/2/2008,2.084832
9/3/2008,1.908048
9/4/2008,1.95072
9/5/2008,2.188464
9/6/2008,2.121408
9/7/2008,2.014728
9/8/2008,2.029968
9/9/2008,2.10312
9/10/2008,2.151888
9/11/2008,2.368296
9/12/2008,3.127248
9/13/2008,2.572512
9/14/2008,2.115312
9/15/2008,1.914144
9/16/2008,1.956816
9/17/2008,2.01168
9/18/2008,2.008632
9/19/2008,2.07264
9/20/2008,2.139696
9/21/2008,2.121408
9/22/2008,2.218944
9/23/2008,2.267712
9/24/2008,2.432304
9/25/2008,2.557272
9/26/2008,2.673096
9/27/2008,2.776728
9/28/2008,2.91084
9/29/2008,3.00228
9/30/2008,3.057144
10/1/2008,2.959608
10/2/2008,2.831592
10/3/2008,2.660904
10/4/2008,2.478024
10/5/2008,2.3622
10/6/2008,2.289048
10/7/2008,2.142744
10/8/2008,2.002536
10/9/2008,1.792224
10/10/2008,1.685544
10/11/2008,1.575816
10/12/2008,1.636776
10/13/2008,1.655064
10/14/2008,1.612392
10/15/2008,1.575816
10/16/2008,1.517904
10/17/2008,1.459992
10/18/2008,1.466088
10/19/2008,1.47828
10/20/2008,1.380744
10/21/2008,1.316736
10/22/2008,1.271016
10/23/2008,1.304544
10/24/2008,1.453896
10/25/2008,1.271016
10/26/2008,1.185672
10/27/2008,1.179576
10/28/2008,1.179576
10/29/2008,1.17348
10/30/2008,1.167384
10/31/2008,1.161288
11/1/2008,1.161288
11/2/2008,1.15824
11/3/2008,1.155192
11/4/2008,1.155192
11/5/2008,1.155192
11/6/2008,1.155192
11/7/2008,1.155192
11/8/2008,1.155192
11/9/2008,1.155192
11/10/2008,1.155192
11/11/2008,1.155192
11/12/2008,1.155192
11/13/2008,1.155192
11/14/2008,1.155192
11/15/2008,1.155192
11/16/2008,1.155192
11/17/2008,1.152144
11/18/2008,1.149096
11/19/2008,1.149096
11/20/2008,1.149096
11/21/2008,1.149096
11/22/2008,1.149096
11/23/2008,1.143
11/24/2008,1.143
11/25/2008,1.143
11/26/2008,1.143
11/27/2008,1.143
11/28/2008,1.143
11/29/2008,1.139952
11/30/2008,1.143
12/1/2008,1.143
12/2/2008,1.143
12/3/2008,1.139952
12/4/2008,1.136904
12/5/2008,1.143
12/6/2008,1.139952
12/7/2008,1.136904
12/8/2008,1.136904
12/9/2008,1.136904
12/10/2008,1.136904
12/11/2008,1.136904
12/12/2008,1.136904
12/13/2008,1.161288
12/14/2008,1.38684
12/15/2008,1.41732
12/16/2008,1.362456
12/17/2008,1.289304
12/18/2008,1.228344
12/19/2008,1.185672
12/20/2008,1.185672
12/21/2008,1.228344
12/22/2008,1.423416
12/23/2008,1.612392
12/24/2008,1.825752
12/25/2008,1.868424
12/26/2008,1.911096
12/27/2008,1.959864
12/28/2008,2.014728
12/29/2008,2.097024
12/30/2008,2.161032
12/31/2008,2.282952
1/1/2009,2.398776
1/2/2009,2.526792
1/3/2009,2.612136
1/4/2009,2.80416
1/5/2009,2.996184
1/6/2009,3.188208
1/7/2009,3.41376
1/8/2009,3.53568
1/9/2009,3.709416
1/10/2009,3.828288
1/11/2009,3.907536
1/12/2009,3.8862
1/13/2009,3.797808
1/14/2009,3.639312
1/15/2009,3.493008
1/16/2009,3.38328
1/17/2009,3.310128
1/18/2009,3.2766
1/19/2009,3.236976
1/20/2009,3.2766
1/21/2009,3.255264
1/22/2009,3.273552
1/23/2009,3.249168
1/24/2009,3.090672
1/25/2009,2.889504
1/26/2009,2.609088
1/27/2009,2.359152
1/28/2009,2.136648
1/29/2009,1.87452
1/30/2009,1.694688
1/31/2009,1.481328
2/1/2009,1.389888
2/2/2009,1.481328
2/3/2009,1.499616
2/4/2009,1.438656
2/5/2009,1.365504
2/6/2009,1.411224
2/7/2009,1.55448
2/8/2009,1.758696
2/9/2009,2.01168
2/10/2009,2.25552
2/11/2009,2.389632
2/12/2009,2.212848
2/13/2009,2.10312
2/14/2009,2.07264
2/15/2009,2.115312
2/16/2009,2.154936
2/17/2009,2.176272
2/18/2009,2.249424
2/19/2009,2.328672
2/20/2009,2.4384
2/21/2009,2.554224
2/22/2009,2.71272
2/23/2009,2.86512
2/24/2009,2.950464
2/25/2009,3.054096
2/26/2009,3.145536
2/27/2009,3.2004
2/28/2009,3.176016
3/1/2009,3.041904
3/2/2009,2.923032
3/3/2009,2.840736
3/4/2009,2.737104
3/5/2009,2.62128
3/6/2009,2.54508
3/7/2009,2.505456
3/8/2009,2.566416
3/9/2009,2.563368
3/10/2009,2.542032
3/11/2009,2.5146
3/12/2009,2.432304
3/13/2009,2.37744
3/14/2009,2.359152
3/15/2009,2.353056
3/16/2009,2.414016
3/17/2009,2.426208
3/18/2009,2.538984
3/19/2009,2.627376
3/20/2009,2.731008
3/21/2009,2.846832
3/22/2009,2.950464
3/23/2009,3.127248
3/24/2009,3.279648
3/25/2009,3.468624
3/26/2009,3.59664
3/27/2009,3.834384
3/28/2009,4.047744
3/29/2009,3.968496
3/30/2009,3.956304
3/31/2009,3.950208
4/1/2009,3.941064
4/2/2009,4.005072
4/3/2009,3.974592
4/4/2009,3.968496
4/5/2009,4.017264
4/6/2009,4.011168
4/7/2009,4.047744
4/8/2009,4.14528
4/9/2009,4.200144
4/10/2009,4.303776
4/11/2009,4.279392
4/12/2009,4.32816
4/13/2009,4.413504
4/14/2009,4.376928
4/15/2009,4.413504
4/16/2009,4.38912
4/17/2009,4.416552
4/18/2009,4.486656
4/19/2009,4.498848
4/20/2009,4.492752
4/21/2009,4.474464
4/22/2009,4.462272
4/23/2009,4.428744
4/24/2009,4.425696
4/25/2009,4.428744
4/26/2009,4.407408
4/27/2009,4.431792
4/28/2009,4.413504
4/29/2009,4.352544
4/30/2009,4.35864
5/1/2009,4.352544
5/2/2009,4.337304
5/3/2009,4.346448
5/4/2009,4.35864
5/5/2009,4.303776
5/6/2009,4.346448
5/7/2009,4.376928
5/8/2009,4.425696
5/9/2009,4.517136
5/10/2009,4.578096
5/11/2009,4.675632
5/12/2009,4.797552
5/13/2009,4.90728
5/14/2009,5.035296
5/15/2009,5.15112
5/16/2009,5.28828
5/17/2009,5.422392
5/18/2009,5.571744
5/19/2009,5.711952
5/20/2009,5.7912
5/21/2009,5.888736
5/22/2009,6.00456
5/23/2009,6.12648
5/24/2009,6.163056
5/25/2009,6.18744
5/26/2009,6.193536
5/27/2009,6.205728
5/28/2009,6.260592
5/29/2009,6.30936
5/30/2009,6.364224
5/31/2009,6.382512
6/1/2009,6.376416
6/2/2009,6.376416
6/3/2009,6.336792
6/4/2009,6.275832
6/5/2009,6.18744
6/6/2009,6.102096
6/7/2009,6.041136
6/8/2009,5.9436
6/9/2009,5.809488
6/10/2009,5.675376
6/11/2009,5.559552
6/12/2009,5.419344
6/13/2009,5.27304
6/14/2009,5.126736
6/15/2009,4.992624
6/16/2009,4.828032
6/17/2009,4.669536
6/18/2009,4.523232
6/19/2009,4.413504
6/20/2009,4.315968
6/21/2009,4.242816
6/22/2009,4.17576
6/23/2009,4.133088
6/24/2009,4.090416
6/25/2009,4.093464
6/26/2009,4.102608
6/27/2009,4.08432
6/28/2009,4.072128
6/29/2009,4.059936
6/30/2009,4.059936
7/1/2009,4.035552
7/2/2009,3.99288
7/3/2009,3.919728
7/4/2009,3.822192
7/5/2009,3.730752
7/6/2009,3.621024
7/7/2009,3.462528
7/8/2009,3.21564
7/9/2009,2.974848
7/10/2009,2.706624
7/11/2009,2.4384
7/12/2009,2.221992
7/13/2009,2.066544
7/14/2009,1.9812
7/15/2009,1.877568
7/16/2009,1.822704
7/17/2009,1.773936
7/18/2009,1.70688
7/19/2009,1.603248
7/20/2009,1.548384
7/21/2009,1.524
7/22/2009,1.469136
7/23/2009,1.444752
7/24/2009,1.481328
7/25/2009,1.542288
7/26/2009,1.572768
7/27/2009,1.588008
7/28/2009,1.603248
7/29/2009,1.61544
7/30/2009,1.55448
7/31/2009,1.606296
8/1/2009,1.594104
8/2/2009,1.652016
8/3/2009,1.712976
8/4/2009,1.743456
8/5/2009,1.789176
8/6/2009,1.819656
8/7/2009,1.853184
8/8/2009,1.944624
8/9/2009,2.048256
8/10/2009,2.16408
8/11/2009,2.22504
8/12/2009,2.249424
8/13/2009,2.267712
8/14/2009,2.267712
8/15/2009,2.267712
8/16/2009,2.243328
8/17/2009,2.1336
8/18/2009,1.941576
8/19/2009,1.780032
8/20/2009,1.664208
8/21/2009,1.572768
8/22/2009,1.499616
8/23/2009,1.469136
8/24/2009,1.49352
8/25/2009,1.46304
8/26/2009,1.46304
8/27/2009,1.438656
8/28/2009,1.469136
8/29/2009,1.46304
8/30/2009,1.420368
8/31/2009,1.38684
9/1/2009,1.380744
9/2/2009,1.399032
9/3/2009,1.38684
9/4/2009,1.405128
9/5/2009,1.405128
9/6/2009,1.380744
9/7/2009,1.374648
9/8/2009,1.373124
9/9/2009,1.3716
9/10/2009,1.405128
9/11/2009,1.4478
9/12/2009,1.612392
9/13/2009,1.594104
9/14/2009,1.581912
9/15/2009,1.459992
9/16/2009,1.411224
9/17/2009,1.374648
9/18/2009,1.374648
9/19/2009,1.405128
9/20/2009,1.414272
9/21/2009,1.496568
9/22/2009,1.63068
9/23/2009,1.746504
9/24/2009,1.786128
9/25/2009,1.797558
9/26/2009,1.808988
9/27/2009,1.820418
9/28/2009,1.831848
9/29/2009,1.837944
9/30/2009,1.886712
10/1/2009,1.901952
10/2/2009,1.972056
10/3/2009,1.93548
10/4/2009,1.972056
10/5/2009,2.078736
10/6/2009,2.1336
10/7/2009,2.286
10/8/2009,2.368296
10/9/2009,2.465832
10/10/2009,2.441448
10/11/2009,2.459736
10/12/2009,2.359152
10/13/2009,2.307336
10/14/2009,2.313432
10/15/2009,2.496312
10/16/2009,2.84988
10/17/2009,3.227832
10/18/2009,3.52044
10/19/2009,3.76428
10/20/2009,3.956304
10/21/2009,4.191
10/22/2009,4.4196
10/23/2009,4.501896
10/24/2009,4.422648
10/25/2009,4.422648
10/26/2009,4.349496
10/27/2009,4.319016
10/28/2009,4.288536
10/29/2009,4.291584
10/30/2009,4.291584
10/31/2009,4.264152
11/1/2009,4.28244
11/2/2009,4.355592
11/3/2009,4.43484
11/4/2009,4.562856
11/5/2009,4.67868
11/6/2009,4.794504
11/7/2009,4.873752
11/8/2009,4.92252
11/9/2009,5.099304
11/10/2009,5.465064
11/11/2009,5.4226968
11/12/2009,5.3803296
11/13/2009,5.3379624
11/14/2009,5.2955952
11/15/2009,5.253228
11/16/2009,5.2108608
11/17/2009,5.1684936
11/18/2009,5.1261264
11/19/2009,5.0837592
11/20/2009,5.041392
11/21/2009,4.943856
11/22/2009,4.870704
11/23/2009,4.69392
11/24/2009,4.547616
11/25/2009,4.462272
11/26/2009,4.395216
11/27/2009,4.315968
11/28/2009,4.2672
11/29/2009,4.23672
11/30/2009,4.230624
12/1/2009,4.248912
12/2/2009,4.361688
12/3/2009,4.111752
12/4/2009,4.044696
12/5/2009,3.928872
12/6/2009,3.758184
12/7/2009,3.636264
12/8/2009,3.624072
12/9/2009,3.483864
12/10/2009,3.349752
12/11/2009,3.334512
12/12/2009,3.355848
12/13/2009,3.416808
12/14/2009,3.404616
12/15/2009,3.569208
12/16/2009,3.7338
12/17/2009,3.898392
12/18/2009,4.172712
12/19/2009,4.13004
12/20/2009,4.16052
12/21/2009,4.16052
12/22/2009,4.25196
12/23/2009,4.361688
12/24/2009,4.447032
12/25/2009,4.422648
12/26/2009,4.325112
12/27/2009,4.364736
12/28/2009,4.40436
12/29/2009,4.443984
12/30/2009,4.483608
12/31/2009,4.623816
1/1/2010,4.672584
1/2/2010,4.721352
1/3/2010,4.760976
1/4/2010,4.77012
1/5/2010,4.760976
1/6/2010,4.764024
1/7/2010,4.803648
1/8/2010,4.824984
1/9/2010,4.83108
1/10/2010,4.782312
1/11/2010,4.672584
1/12/2010,4.52628
1/13/2010,4.367784
1/14/2010,4.227576
1/15/2010,4.09956
1/16/2010,4.087368
1/17/2010,3.880104
1/18/2010,3.5814
1/19/2010,3.404616
1/20/2010,3.221736
1/21/2010,3.15468
1/22/2010,3.00228
1/23/2010,2.953512
1/24/2010,2.990088
1/25/2010,2.944368
1/26/2010,2.9718
1/27/2010,3.081528
1/28/2010,3.331464
1/29/2010,3.630168
1/30/2010,3.853688
1/31/2010,4.077208
2/1/2010,4.300728
2/2/2010,4.471416
2/3/2010,4.562856
2/4/2010,4.69392
2/5/2010,4.864608
2/6/2010,4.901184
2/7/2010,4.971288
2/8/2010,5.062728
2/9/2010,5.190744
2/10/2010,5.209032
2/11/2010,5.297424
2/12/2010,5.434584
2/13/2010,5.477256
2/14/2010,5.489448
2/15/2010,5.477256
2/16/2010,5.483352
2/17/2010,5.44068
2/18/2010,5.398008
2/19/2010,5.385816
2/20/2010,5.330952
2/21/2010,5.312664
2/22/2010,5.254752
2/23/2010,5.157216
2/24/2010,5.053584
2/25/2010,4.919472
2/26/2010,4.779264
2/27/2010,4.66344
2/28/2010,4.498848
3/1/2010,4.334256
3/2/2010,4.352544
3/3/2010,4.218432
3/4/2010,4.16052
3/5/2010,4.081272
3/6/2010,4.044696
3/7/2010,3.998976
3/8/2010,3.950208
3/9/2010,3.93192
3/10/2010,3.852672
3/11/2010,3.767328
3/12/2010,3.6576
3/13/2010,3.462528
3/14/2010,3.297936
3/15/2010,3.151632
3/16/2010,3.069336
3/17/2010,3.023616
3/18/2010,2.999232
3/19/2010,3.048
3/20/2010,3.133344
3/21/2010,3.304032
3/22/2010,3.389376
3/23/2010,3.547872
3/24/2010,3.736848
3/25/2010,3.956304
3/26/2010,4.072128
3/27/2010,4.230624
3/28/2010,4.346448
3/29/2010,4.401312
3/30/2010,4.474464
3/31/2010,4.51104
4/1/2010,4.547616
4/2/2010,4.629912
4/3/2010,4.718304
4/4/2010,4.75488
4/5/2010,4.78536
4/6/2010,4.791456
4/7/2010,4.840224
4/8/2010,4.840224
4/9/2010,4.828032
4/10/2010,4.828032
4/11/2010,4.81584
4/12/2010,4.803648
4/13/2010,4.791456
4/14/2010,4.78536
4/15/2010,4.757928
4/16/2010,4.706112
4/17/2010,4.608576
4/18/2010,4.532376
4/19/2010,4.425696
4/20/2010,4.340352
4/21/2010,4.23672
4/22/2010,4.139184
4/23/2010,4.029456
4/24/2010,3.928872
4/25/2010,3.791712
4/26/2010,3.541776
4/27/2010,3.297936
4/28/2010,3.054096
4/29/2010,2.883408
4/30/2010,2.80416
5/1/2010,2.663952
5/2/2010,2.572512
5/3/2010,2.462784
5/4/2010,2.508504
5/5/2010,2.68224
5/6/2010,2.871216
5/7/2010,3.07848
5/8/2010,3.212592
5/9/2010,3.416808
5/10/2010,3.614928
5/11/2010,3.81
5/12/2010,3.968496
5/13/2010,4.136136
5/14/2010,4.262628
5/15/2010,4.38912
5/16/2010,4.559808
5/17/2010,4.584192
5/18/2010,4.672584
5/19/2010,4.736592
5/20/2010,4.803648
5/21/2010,4.873752
5/22/2010,4.943856
5/23/2010,5.007864
5/24/2010,5.041392
5/25/2010,5.062728
5/26/2010,5.084064
5/27/2010,5.096256
5/28/2010,5.104384
5/29/2010,5.112512
5/30/2010,5.12064
5/31/2010,5.126736
6/1/2010,5.114544
6/2/2010,5.102352
6/3/2010,5.102352
6/4/2010,5.093208
6/5/2010,5.071872
6/6/2010,5.0292
6/7/2010,4.931664
6/8/2010,4.834128
6/9/2010,4.706112
6/10/2010,4.547616
6/11/2010,4.392168
6/12/2010,4.203192
6/13/2010,4.012692
6/14/2010,3.822192
6/15/2010,3.663696
6/16/2010,3.532632
6/17/2010,3.401568
6/18/2010,3.328416
6/19/2010,3.304032
6/20/2010,3.30708
6/21/2010,3.364992
6/22/2010,3.422904
6/23/2010,3.44424
6/24/2010,3.462528
6/25/2010,3.517392
6/26/2010,3.572256
6/27/2010,3.651504
6/28/2010,3.706368
6/29/2010,3.74904
6/30/2010,3.724656
7/1/2010,3.767328
7/2/2010,3.736848
7/3/2010,3.74904
7/4/2010,3.858768
7/5/2010,3.898392
7/6/2010,3.895344
7/7/2010,3.90144
7/8/2010,3.877056
7/9/2010,3.877056
7/10/2010,3.834384
7/11/2010,3.816096
7/12/2010,3.773424
7/13/2010,3.730752
7/14/2010,3.669792
7/15/2010,3.6576
7/16/2010,3.630168
7/17/2010,3.621024
7/18/2010,3.608832
7/19/2010,3.584448
7/20/2010,3.560064
7/21/2010,3.526536
7/22/2010,3.511296
7/23/2010,3.529584
7/24/2010,3.480816
7/25/2010,3.511296
7/26/2010,3.392424
7/27/2010,3.212592
7/28/2010,3.13944
7/29/2010,3.054096
7/30/2010,3.023616
7/31/2010,3.029712
8/1/2010,3.054096
8/2/2010,3.090672
8/3/2010,3.090672
8/4/2010,3.090672
8/5/2010,3.06324
8/6/2010,3.023616
8/7/2010,2.95656
8/8/2010,2.889504
8/9/2010,2.798064
8/10/2010,2.749296
8/11/2010,2.761488
8/12/2010,2.855976
8/13/2010,2.752344
8/14/2010,2.663952
8/15/2010,2.566416
8/16/2010,2.456688
8/17/2010,2.429256
8/18/2010,2.414016
8/19/2010,2.40792
8/20/2010,2.380488
8/21/2010,2.2098
8/22/2010,2.060448
8/23/2010,1.944624
8/24/2010,1.932432
8/25/2010,1.9812
8/26/2010,1.999488
8/27/2010,2.054352
8/28/2010,2.16408
8/29/2010,2.200656
8/30/2010,2.267712
8/31/2010,2.298192
9/1/2010,2.340864
9/2/2010,2.310384
9/3/2010,2.16408
9/4/2010,2.063496
9/5/2010,1.956816
9/6/2010,1.868424
9/7/2010,1.773936
9/8/2010,1.725168
9/9/2010,1.719072
9/10/2010,1.709928
9/11/2010,1.700784
9/12/2010,1.694688
9/13/2010,1.688592
9/14/2010,1.688592
9/15/2010,1.682496
9/16/2010,1.682496
9/17/2010,1.682496
9/18/2010,1.682496
9/19/2010,1.682496
9/20/2010,1.682496
9/21/2010,1.682496
9/22/2010,1.6764
9/23/2010,1.6764
9/24/2010,1.6764
9/25/2010,1.6764
9/26/2010,1.6764
9/27/2010,1.6764
9/28/2010,1.6764
9/29/2010,1.6764
9/30/2010,1.6764
10/1/2010,1.673352
10/2/2010,1.673352
10/3/2010,1.670304
10/4/2010,1.670304
10/5/2010,1.612392
10/6/2010,1.55448
10/7/2010,1.496568
10/8/2010,1.438656
10/9/2010,1.475232
10/10/2010,1.55448
10/11/2010,1.524
10/12/2010,1.481328
10/13/2010,1.43256
10/14/2010,1.307592
10/15/2010,1.301496
10/16/2010,1.210056
10/17/2010,1.167384
10/18/2010,1.161288
10/19/2010,1.2192
10/20/2010,1.167384
10/21/2010,1.197864
10/22/2010,1.194816
10/23/2010,1.146048
10/24/2010,1.228344
10/25/2010,1.246632
10/26/2010,1.301496
10/27/2010,1.28016
10/28/2010,1.197864
10/29/2010,1.258824
10/30/2010,1.170432
10/31/2010,1.124712
11/1/2010,1.02108
11/2/2010,0.923544
11/3/2010,0.981456
11/4/2010,0.972312
11/5/2010,0.905256
11/6/2010,0.789432
11/7/2010,0.70104
11/8/2010,0.762
11/9/2010,0.850392
11/10/2010,0.859536
11/11/2010,0.85344
11/12/2010,0.877824
11/13/2010,0.844296
11/14/2010,0.88392
11/15/2010,0.94488
11/16/2010,0.999744
11/17/2010,0.908304
11/18/2010,0.871728
11/19/2010,0.786384
11/20/2010,0.810768
11/21/2010,0.826008
11/22/2010,0.877824
11/23/2010,0.877824
11/24/2010,0.911352
11/25/2010,1.027176
11/26/2010,1.042416
11/27/2010,1.091184
11/28/2010,1.027176
11/29/2010,1.057656
11/30/2010,1.042416
12/1/2010,0.890016
12/2/2010,0.871728
12/3/2010,0.871728
12/4/2010,0.963168
12/5/2010,1.091184
12/6/2010,1.225296
12/7/2010,1.2954
12/8/2010,1.34112
12/9/2010,1.490472
12/10/2010,1.566672
12/11/2010,1.69164
12/12/2010,1.78308
12/13/2010,1.6764
12/14/2010,1.73736
12/15/2010,1.73736
12/16/2010,1.746504
12/17/2010,1.621536
12/18/2010,1.527048
12/19/2010,1.41732
12/20/2010,1.283208
12/21/2010,1.213104
12/22/2010,1.11252
12/23/2010,1.085088
12/24/2010,1.085088
12/25/2010,1.121664
12/26/2010,0.987552
12/27/2010,0.923544
12/28/2010,0.859536
12/29/2010,0.783336
12/30/2010,0.966216
12/31/2010,0.896112
1/1/2011,0.993648
1/2/2011,0.935736
1/3/2011,0.954024
1/4/2011,0.94488
1/5/2011,0.92964
1/6/2011,0.923544
1/7/2011,0.816864
1/8/2011,0.819912
1/9/2011,0.844296
1/10/2011,1.030224
1/11/2011,0.92964
1/12/2011,0.94488
1/13/2011,1.05156
1/14/2011,1.143
1/15/2011,1.286256
1/16/2011,1.362456
1/17/2011,1.414272
1/18/2011,1.435608
1/19/2011,1.383792
1/20/2011,1.344168
1/21/2011,1.20396
1/22/2011,1.161288
1/23/2011,0.999744
1/24/2011,0.94488
1/25/2011,0.932688
1/26/2011,0.804672
1/27/2011,0.71628
1/28/2011,0.725424
1/29/2011,0.719328
1/30/2011,0.734568
1/31/2011,0.765048
2/1/2011,0.810768
2/2/2011,0.847344
2/3/2011,0.890016
2/4/2011,0.987552
2/5/2011,0.865632
2/6/2011,0.880872
2/7/2011,0.94488
2/8/2011,0.841248
2/9/2011,0.862584
2/10/2011,0.905256
2/11/2011,0.89916
2/12/2011,0.932688
2/13/2011,0.978408
2/14/2011,1.109472
2/15/2011,1.228344
2/16/2011,1.274064
2/17/2011,1.267968
2/18/2011,1.274064
2/19/2011,1.179576
2/20/2011,1.133856
2/21/2011,1.103376
2/22/2011,1.027176
2/23/2011,0.896112
2/24/2011,0.810768
2/25/2011,0.813816
2/26/2011,0.79248
2/27/2011,0.9144
2/28/2011,1.231392
3/1/2011,1.392936
3/2/2011,1.789176
3/3/2011,2.106168
3/4/2011,2.447544
3/5/2011,2.77368
3/6/2011,2.974848
3/7/2011,3.136392
3/8/2011,3.3528
3/9/2011,3.56616
3/10/2011,3.828288
3/11/2011,4.005072
3/12/2011,4.093464
3/13/2011,4.178808
3/14/2011,4.28244
3/15/2011,4.398264
3/16/2011,4.492752
3/17/2011,4.535424
3/18/2011,4.651248
3/19/2011,4.67868
3/20/2011,4.73964
3/21/2011,4.788408
3/22/2011,4.803648
3/23/2011,4.83108
3/24/2011,4.83108
3/25/2011,4.895088
3/26/2011,4.959096
3/27/2011,5.026152
3/28/2011,5.053584
3/29/2011,5.13588
3/30/2011,5.254752
3/31/2011,5.276088
4/1/2011,5.352288
4/2/2011,5.321808
4/3/2011,5.324856
4/4/2011,5.355336
4/5/2011,5.31876
4/6/2011,5.251704
4/7/2011,5.199888
4/8/2011,5.138928
4/9/2011,5.062728
4/10/2011,4.971288
4/11/2011,4.864608
4/12/2011,4.696968
4/13/2011,4.572
4/14/2011,4.437888
4/15/2011,4.416552
4/16/2011,4.319016
4/17/2011,4.242816
4/18/2011,4.230624
4/19/2011,4.203192
4/20/2011,4.191
4/21/2011,4.194048
4/22/2011,4.212336
4/23/2011,4.258056
4/24/2011,4.288536
4/25/2011,4.379976
4/26/2011,4.507992
4/27/2011,4.657344
4/28/2011,4.666488
4/29/2011,4.721352
4/30/2011,4.828032
5/1/2011,4.92252
5/2/2011,5.114544
5/3/2011,5.21208
5/4/2011,5.419344
5/5/2011,5.599176
5/6/2011,5.766816
5/7/2011,5.916168
5/8/2011,6.144768
5/9/2011,6.373368
5/10/2011,6.519672
5/11/2011,6.571488
5/12/2011,6.592824
5/13/2011,6.495288
5/14/2011,6.501384
5/15/2011,6.49224
5/16/2011,6.495288
5/17/2011,6.556248
5/18/2011,6.52272
5/19/2011,6.574536
5/20/2011,6.534912
5/21/2011,6.510528
5/22/2011,6.49224
5/23/2011,6.480048
5/24/2011,6.455664
